filename,kind,model,date,time_ref,geometry,cutoff,origin,nativefmt,start,stop,step,dispo_time,vapp,vconf,experiment,block,namespace,alternate
psym_s1_[date]_10,gridpoint,sympo,0,utc,franxl1s100,production,historic,grib,10,48,1,10,sympo,psym,OPER@nicolauj,MAJ10,vortex.cache.fr,psym_s1_[date]_09
psym_s1_[date]_11,gridpoint,sympo,0,utc,franxl1s100,production,historic,grib,11,48,1,11,sympo,psym,OPER@nicolauj,MAJ11,vortex.cache.fr,psym_s1_[date]_10
psym_s1_[date]_12,gridpoint,sympo,0,utc,franxl1s100,production,historic,grib,12,48,1,12,sympo,psym,OPER@nicolauj,MAJ12,vortex.cache.fr,psym_s1_[date]_11
psym_s1_[date]_13,gridpoint,sympo,0,utc,franxl1s100,production,historic,grib,13,48,1,13,sympo,psym,OPER@nicolauj,MAJ13,vortex.cache.fr,psym_s1_[date]_12
psym_s1_[date]_14,gridpoint,sympo,0,utc,franxl1s100,production,historic,grib,14,48,1,14,sympo,psym,OPER@nicolauj,MAJ14,vortex.cache.fr,psym_s1_[date]_13
psym_s1_[date]_15,gridpoint,sympo,0,utc,franxl1s100,production,historic,grib,15,48,1,15,sympo,psym,OPER@nicolauj,MAJ15,vortex.cache.fr,psym_s1_[date]_14
psym_s1_[date]_16,gridpoint,sympo,0,utc,franxl1s100,production,historic,grib,16,48,1,16,sympo,psym,OPER@nicolauj,MAJ16,vortex.cache.fr,psym_s1_[date]_15
psym_s1_[date]_17,gridpoint,sympo,0,utc,franxl1s100,production,historic,grib,17,48,1,17,sympo,psym,OPER@nicolauj,MAJ17,vortex.cache.fr,psym_s1_[date]_16
psym_s1_[date]_18,gridpoint,sympo,0,utc,franxl1s100,production,historic,grib,18,48,1,18,sympo,psym,OPER@nicolauj,MAJ18,vortex.cache.fr,psym_s1_[date]_17
psym_s1_[date]_19,gridpoint,sympo,0,utc,franxl1s100,production,historic,grib,19,48,1,19,sympo,psym,OPER@nicolauj,MAJ19,vortex.cache.fr,psym_s1_[date]_18
psym_s1_[date]_20,gridpoint,sympo,0,utc,franxl1s100,production,historic,grib,20,48,1,20,sympo,psym,OPER@nicolauj,MAJ20,vortex.cache.fr,psym_s1_[date]_19
psym_s1_[date]_21,gridpoint,sympo,0,utc,franxl1s100,production,historic,grib,21,48,1,21,sympo,psym,OPER@nicolauj,MAJ21,vortex.cache.fr,psym_s1_[date]_20
psym_s1_[date]_22,gridpoint,sympo,0,utc,franxl1s100,production,historic,grib,22,48,1,22,sympo,psym,OPER@nicolauj,MAJ22,vortex.cache.fr,psym_s1_[date]_21
psym_s1_[date]_23,gridpoint,sympo,0,utc,franxl1s100,production,historic,grib,23,48,1,23,sympo,psym,OPER@nicolauj,MAJ23,vortex.cache.fr,psym_s1_[date]_22
psym_s3_[date]_01,gridpoint,sympo,0,utc,franxl1s100,production,historic,grib,3,96,3,1,sympo,psym,OPER@nicolauj,MAJ01,vortex.cache.fr,
psym_s3_[date]_02,gridpoint,sympo,0,utc,franxl1s100,production,historic,grib,3,96,3,2,sympo,psym,OPER@nicolauj,MAJ02,vortex.cache.fr,psym_s3_[date]_01
psym_s3_[date]_03,gridpoint,sympo,0,utc,franxl1s100,production,historic,grib,3,96,3,3,sympo,psym,OPER@nicolauj,MAJ03,vortex.cache.fr,psym_s3_[date]_02
psym_s3_[date]_04,gridpoint,sympo,0,utc,franxl1s100,production,historic,grib,6,96,3,4,sympo,psym,OPER@nicolauj,MAJ04,vortex.cache.fr,psym_s3_[date]_03
psym_s3_[date]_05,gridpoint,sympo,0,utc,franxl1s100,production,historic,grib,6,96,3,5,sympo,psym,OPER@nicolauj,MAJ05,vortex.cache.fr,psym_s3_[date]_04
psym_s3_[date]_06,gridpoint,sympo,0,utc,franxl1s100,production,historic,grib,6,96,3,6,sympo,psym,OPER@nicolauj,MAJ06,vortex.cache.fr,psym_s3_[date]_05
psym_s3_[date]_07,gridpoint,sympo,0,utc,franxl1s100,production,historic,grib,9,96,3,7,sympo,psym,OPER@nicolauj,MAJ07,vortex.cache.fr,psym_s3_[date]_06
psym_s3_[date]_08,gridpoint,sympo,0,utc,franxl1s100,production,historic,grib,9,96,3,8,sympo,psym,OPER@nicolauj,MAJ08,vortex.cache.fr,psym_s3_[date]_07
psym_s3_[date]_09,gridpoint,sympo,0,utc,franxl1s100,production,historic,grib,9,96,3,9,sympo,psym,OPER@nicolauj,MAJ09,vortex.cache.fr,psym_s3_[date]_08
psym_s3_[date]_10,gridpoint,sympo,0,utc,franxl1s100,production,historic,grib,12,96,3,10,sympo,psym,OPER@nicolauj,MAJ10,vortex.cache.fr,psym_s3_[date]_09
psym_s3_[date]_11,gridpoint,sympo,0,utc,franxl1s100,production,historic,grib,12,96,3,11,sympo,psym,OPER@nicolauj,MAJ11,vortex.cache.fr,psym_s3_[date]_10
psym_s3_[date]_12,gridpoint,sympo,0,utc,franxl1s100,production,historic,grib,12,96,3,12,sympo,psym,OPER@nicolauj,MAJ12,vortex.cache.fr,psym_s3_[date]_11
psym_s3_[date]_13,gridpoint,sympo,0,utc,franxl1s100,production,historic,grib,15,96,3,13,sympo,psym,OPER@nicolauj,MAJ13,vortex.cache.fr,psym_s3_[date]_12
psym_s3_[date]_14,gridpoint,sympo,0,utc,franxl1s100,production,historic,grib,15,96,3,14,sympo,psym,OPER@nicolauj,MAJ14,vortex.cache.fr,psym_s3_[date]_13
psym_s3_[date]_15,gridpoint,sympo,0,utc,franxl1s100,production,historic,grib,15,96,3,15,sympo,psym,OPER@nicolauj,MAJ15,vortex.cache.fr,psym_s3_[date]_14
psym_s3_[date]_16,gridpoint,sympo,0,utc,franxl1s100,production,historic,grib,18,96,3,16,sympo,psym,OPER@nicolauj,MAJ16,vortex.cache.fr,psym_s3_[date]_15
psym_s3_[date]_17,gridpoint,sympo,0,utc,franxl1s100,production,historic,grib,18,96,3,17,sympo,psym,OPER@nicolauj,MAJ17,vortex.cache.fr,psym_s3_[date]_16
psym_s3_[date]_18,gridpoint,sympo,0,utc,franxl1s100,production,historic,grib,18,96,3,18,sympo,psym,OPER@nicolauj,MAJ18,vortex.cache.fr,psym_s3_[date]_17
psym_s3_[date]_19,gridpoint,sympo,0,utc,franxl1s100,production,historic,grib,21,96,3,19,sympo,psym,OPER@nicolauj,MAJ19,vortex.cache.fr,psym_s3_[date]_18
psym_s3_[date]_20,gridpoint,sympo,0,utc,franxl1s100,production,historic,grib,21,96,3,20,sympo,psym,OPER@nicolauj,MAJ20,vortex.cache.fr,psym_s3_[date]_19
psym_s3_[date]_21,gridpoint,sympo,0,utc,franxl1s100,production,historic,grib,21,96,3,21,sympo,psym,OPER@nicolauj,MAJ21,vortex.cache.fr,psym_s3_[date]_20
psym_s3_[date]_22,gridpoint,sympo,0,utc,franxl1s100,production,historic,grib,24,96,3,22,sympo,psym,OPER@nicolauj,MAJ22,vortex.cache.fr,psym_s3_[date]_21
psym_s3_[date]_23,gridpoint,sympo,0,utc,franxl1s100,production,historic,grib,24,96,3,23,sympo,psym,OPER@nicolauj,MAJ23,vortex.cache.fr,psym_s3_[date]_22
pprod_moj4j14_[date]_maj11,gridpoint,alpha,0,utc,glob025,production,historic,grib,99,195,3,11,promethee,commun,OPER@nicolauj,MAJ11,vortex.cache.fr,pprod_moj4j14_[date-1]_maj22
pprod_moj4j14_[date]_maj22,gridpoint,alpha,0,utc,glob025,production,historic,grib,99,195,3,22,promethee,commun,OPER@nicolauj,MAJ22,vortex.cache.fr,pprod_moj4j14_[date]_maj11
pewire_[date]_03,gridpoint,promethee,3,utc,eurw1s40,production,historic,grib,1,36,1,7,promethee,pewire,OPER@nicolauj,forecast,vortex.cache.fr,pewire_[date-1]_21
pewire_[date]_09,gridpoint,promethee,9,utc,eurw1s40,production,historic,grib,1,36,1,15,promethee,pewire,OPER@nicolauj,forecast,vortex.cache.fr,pewire_[date]_03
pewire_[date]_15,gridpoint,promethee,15,utc,eurw1s40,production,historic,grib,1,36,1,20,promethee,pewire,OPER@nicolauj,forecast,vortex.cache.fr,pewire_[date]_09
pewire_[date]_21,gridpoint,promethee,21,utc,eurw1s40,production,historic,grib,1,36,1,27,promethee,pewire,OPER@nicolauj,forecast,vortex.cache.fr,pewire_[date]_15
peir_jj3_[date]_00,gridpoint,psym,0,utc,franxl1s100,production,historic,grib,1,96,1,2,promethee,peir_jj3,OPER@nicolauj,forecast,vortex.cache.fr,peir_jj3_[date-1]_18
peir_jj3_[date]_06,gridpoint,psym,6,utc,franxl1s100,production,historic,grib,1,90,1,7,promethee,peir_jj3,OPER@nicolauj,forecast,vortex.cache.fr,peir_jj3_[date]_00
peir_jj3_[date]_12,gridpoint,psym,12,utc,franxl1s100,production,historic,grib,1,84,1,13,promethee,peir_jj3,OPER@nicolauj,forecast,vortex.cache.fr,peir_jj1_[date]_06
peir_jj3_[date]_18,gridpoint,psym,18,utc,franxl1s100,production,historic,grib,1,78,1,19,promethee,peir_jj3,OPER@nicolauj,forecast,vortex.cache.fr,peir_jj3_[date]_12
pprod_asjj14_[date]_maj1,gridpoint,alpha,0,utc,eurw1s100,production,historic,grib,51,96,3,5,promethee,commun,OPER,as_jj14_01,vortex.cache.fr,pprod_asjj14_[date-1]_maj4
pprod_asjj14_[date]_maj2,gridpoint,alpha,0,utc,eurw1s100,production,historic,grib,51,96,3,8,promethee,commun,OPER,as_jj14_02,vortex.cache.fr,pprod_asjj14_[date]_maj1
pprod_asjj14_[date]_maj3,gridpoint,alpha,0,utc,eurw1s100,production,historic,grib,51,96,3,17,promethee,commun,OPER,as_jj14_03,vortex.cache.fr,pprod_asjj14_[date]_maj2
pprod_asjj14_[date]_maj4,gridpoint,alpha,0,utc,eurw1s100,production,historic,grib,51,96,3,0,promethee,commun,OPER,as_jj14_04,vortex.cache.fr,pprod_asjj14_[date]_maj3
