min_begin_diff,reference,start,stop,template
32,12,10,34,de {weekday} matin jusqu’à {weekday_p1} matin
32,12,13,13,{weekday} en milieu de journée
32,12,13,16,{weekday} après-midi
32,12,13,19,de {weekday} mi-journée jusqu'en soirée
32,12,13,22,de {weekday} mi-journée jusqu'en début de nuit suivante
32,12,13,25,de {weekday} mi-journée jusqu'en milieu de nuit suivante
32,12,13,28,{weekday} mi-journée et la nuit suivante
32,12,13,31,de {weekday} mi-journée jusqu’à {weekday_p1} en début de matinée
32,12,13,34,de {weekday} mi-journée jusqu’à {weekday_p1} matin
32,12,13,37,de {weekday} mi-journée jusqu’à {weekday_p1} midi
32,12,16,16,{weekday} après-midi
32,12,16,19,{weekday} après-midi et soirée
32,12,16,22,de {weekday} après-midi jusqu'en début de nuit suivante
32,12,16,25,de {weekday} après-midi jusqu'en milieu de nuit suivante
32,12,16,28,de {weekday} après-midi jusqu'en fin de nuit suivante
32,12,16,31,de {weekday} après-midi jusqu’à {weekday_p1} en début de matinée
32,12,16,34,de {weekday} après-midi jusqu’à {weekday_p1} matin
32,12,16,37,de {weekday} après-midi jusqu’à {weekday_p1} mi-journée
32,12,16,40,de {weekday} après-midi jusqu’à {weekday_p1} après-midi
32,12,19,19,{weekday} soir
32,12,19,22,de {weekday} soir jusqu'en début de nuit
32,12,19,25,de {weekday} soir jusqu'en milieu de nuit
32,12,19,28,de {weekday} soir jusqu'en fin de nuit
32,12,19,31,de {weekday} soir jusqu’à {weekday_p1} en début de matinée
32,12,19,34,de {weekday} soir jusqu’à {weekday_p1} matin
32,12,19,37,de {weekday} soir jusqu’à {weekday_p1} mi-journée
32,12,19,40,de {weekday} soir jusqu’à {weekday_p1} après-midi
32,12,19,43,de {weekday} soir jusqu’à {weekday_p1} soir
32,12,22,22,en début de nuit de {weekday} à {weekday_p1}
32,12,22,25,en première partie de nuit de {weekday} à {weekday_p1}
32,12,22,28,la nuit de {weekday} à {weekday_p1}
32,12,22,31,la nuit de {weekday} à {weekday_p1} et {weekday_p1} en début de matinée
32,12,22,34,la nuit de {weekday} à {weekday_p1} et {weekday_p1} matin
32,12,22,37,de la nuit de {weekday} à {weekday_p1} jusqu'à {weekday_p1} milieu de journée
32,12,22,40,de la nuit de {weekday} à {weekday_p1} jusqu'à {weekday_p1} après-midi
32,12,22,43,de la nuit de {weekday} à {weekday_p1} jusqu'à {weekday_p1} soir
32,12,22,46,de la nuit de {weekday} à {weekday_p1} jusqu'en début de nuit suivante
32,12,25,25,la nuit de {weekday_m1} à {weekday}
32,12,25,28,la nuit de {weekday_m1} à {weekday}
32,12,25,31,la nuit de {weekday_m1} à {weekday} et {weekday} en début de matinée
32,12,25,34,la nuit de {weekday_m1} à {weekday} et {weekday} matin
32,12,25,37,de la nuit de {weekday_m1} à {weekday} jusqu'à {weekday} mi-journée
32,12,25,40,de la nuit de {weekday_m1} à {weekday} jusqu'à {weekday} après-midi
32,12,25,43,de la nuit de {weekday_m1} à {weekday} jusqu'à {weekday} soir
32,12,25,46,de la nuit de {weekday_m1} à {weekday} jusqu'en début de nuit suivante
32,12,25,49,de la nuit de {weekday_m1} à {weekday} jusqu'en cours de nuit suivante
32,12,28,28,en fin de nuit de {weekday_m1} à {weekday}
32,12,28,31,en fin de nuit de {weekday_m1} à {weekday} et {weekday} en début de matinée
32,12,28,34,en fin de nuit de {weekday_m1} à {weekday} et {weekday} matin
32,12,28,37,de la fin de nuit de {weekday_m1} à {weekday} jusqu'à {weekday} mi-journée
32,12,28,40,de la fin de nuit de {weekday_m1} à {weekday} jusqu'à {weekday} après-midi
32,12,28,43,de la fin de nuit de {weekday_m1} à {weekday} jusqu'à {weekday} soir
32,12,28,46,de la fin de nuit de {weekday_m1} à {weekday} jusqu'en début de nuit suivante
32,12,28,49,de la fin de nuit de {weekday_m1} à {weekday} jusqu'en cours de nuit suivante
32,12,28,52,de la fin de nuit de {weekday_m1} à {weekday} jusqu'en fin de nuit suivante
32,12,31,31,{weekday} en début de matinée
32,12,31,34,{weekday} matin
32,12,31,37,{weekday} matin et mi-journée
32,12,31,40,{weekday}
32,12,31,43,{weekday} jusqu'en soirée
32,12,31,46,de {weekday} jusqu’en début de nuit suivante
32,12,31,49,de {weekday} jusqu'en milieu de nuit suivante
32,12,31,52,{weekday} et la nuit suivante
32,12,31,55,de {weekday} jusqu'à {weekday_p1} en début de matinée
72,12,1,1,la nuit de {weekday_m1} à {weekday}
72,12,1,4,la nuit de {weekday_m1} à {weekday}
72,12,1,7,la nuit de {weekday_m1} à {weekday}
72,12,1,10,la nuit de {weekday_m1} à {weekday} et {weekday} en matinée
72,12,1,13,la nuit de {weekday_m1} à {weekday} et {weekday} en matinée
72,12,1,16,la nuit de {weekday_m1} à {weekday} et {weekday} en journée
72,12,1,19,la nuit de {weekday_m1} à {weekday} et {weekday} en journée
72,12,1,22,de la nuit de {weekday_m1} à {weekday} jusqu'à la nuit suivante
72,12,1,25,de la nuit de {weekday_m1} à {weekday} jusqu'à la nuit suivante
72,12,4,4,{weekday} matin
72,12,4,7,{weekday} matin
72,12,4,10,{weekday} en matinée
72,12,4,13,{weekday} en matinée
72,12,4,16,{weekday}
72,12,4,19,{weekday}
72,12,4,22,{weekday} et la nuit suivante
72,12,4,25,{weekday} et la nuit suivante
72,12,4,28,{weekday} et la nuit suivante
72,12,7,7,{weekday} matin
72,12,7,10,{weekday} en matinée
72,12,7,13,{weekday} en matinée
72,12,7,16,{weekday}
72,12,7,19,{weekday}
72,12,7,22,{weekday} et la nuit suivante
72,12,7,25,{weekday} et la nuit suivante
72,12,7,28,{weekday} et la nuit suivante
72,12,7,31,{weekday} et la nuit suivante
72,12,10,10,{weekday} mi-journée
72,12,10,13,{weekday} mi-journée
72,12,10,16,{weekday} après-midi
72,12,10,19,{weekday} après-midi
72,12,10,22,{weekday} après-midi et la nuit suivante
72,12,10,25,{weekday} après-midi et la nuit suivante
72,12,10,28,{weekday} après-midi et la nuit suivante
72,12,10,31,{weekday} après-midi et la nuit suivante
72,12,10,34,de {weekday} après-midi jusqu’à {weekday_p1} matin
72,12,13,13,{weekday} mi-journée
72,12,13,16,{weekday} après-midi
72,12,13,19,{weekday} après-midi
72,12,13,22,{weekday} après-midi et la nuit suivante
72,12,13,25,{weekday} après-midi et la nuit suivante
72,12,13,28,{weekday} après-midi et la nuit suivante
72,12,13,31,{weekday} après-midi et la nuit suivante
72,12,13,34,de {weekday} après-midi jusqu’à {weekday_p1} matin
72,12,13,37,de {weekday} après-midi jusqu’à {weekday_p1} matin
72,12,16,16,{weekday} après-midi
72,12,16,19,{weekday} après-midi
72,12,16,22,{weekday} après-midi et soirée
72,12,16,25,{weekday} après-midi et la nuit suivante
72,12,16,28,{weekday} après-midi et la nuit suivante
72,12,16,31,{weekday} après-midi et la nuit suivante
72,12,16,34,de {weekday} après-midi jusqu’à {weekday_p1} matin
72,12,16,37,de {weekday} après-midi jusqu’à {weekday_p1} en journée
72,12,16,40,de {weekday} après-midi jusqu’à {weekday_p1} en journée
72,12,19,19,{weekday} soir
72,12,19,22,{weekday} soir
72,12,19,25,{weekday} soir et la nuit suivante
72,12,19,28,{weekday} soir et la nuit suivante
72,12,19,31,{weekday} soir et la nuit suivante
72,12,19,34,de {weekday} soir jusqu’à {weekday_p1} matin
72,12,19,37,de {weekday} soir jusqu’à {weekday_p1} en journée
72,12,19,40,de {weekday} soir jusqu’à {weekday_p1} en journée
72,12,19,43,de {weekday} soir jusqu’à {weekday_p1} soir
72,12,22,22,la nuit de {weekday} à {weekday_p1}
72,12,22,25,la nuit de {weekday} à {weekday_p1}
72,12,22,28,la nuit de {weekday} à {weekday_p1}
72,12,22,31,la nuit de {weekday} à {weekday_p1}
72,12,22,34,la nuit de {weekday} à {weekday_p1} et {weekday_p1} matin
72,12,22,37,de la nuit de {weekday} à {weekday_p1} jusqu'à {weekday_p1} en journée
72,12,22,40,de la nuit de {weekday} à {weekday_p1} jusqu'à {weekday_p1} en journée
72,12,22,43,de la nuit de {weekday} à {weekday_p1} jusqu'à {weekday_p1} soir
72,12,22,46,de la nuit de {weekday} à {weekday_p1} jusqu'à la nuit suivante
